vid_id,sent_text,sent_idx,topic_idx
12,"So like, for instance, if I take this shade right here, I'll take another left stone swatch.",519,-1
12,"I'm going to do another one on this part of my hand, right?",520,0
12,This is the plain left stone.,521,12
12,You guys saw the cosmic love.,525,-1
12,"I'm going to grab blissful, which is this like, it's a little like greenish, a little, it's got a weird color to it.",527,1
12,And I'm going to just take it there.,530,-1
12,"And you can see again, like the wetness, the sexiness.",531,-1
12,"It gives you a aura vibe, right?",533,-1
12,Do you guys feel the energy?,534,5
12,Do you feel that vibe from this?,535,5
12,"It's like, you know, from this, I just, I feel it.",538,5
12,I feel it's like full energy.,539,5
12,I just had like bronzer in my eyelid.,545,-1
12,"Like, that was so freaking easy.",548,5
12,"I'm just going to quickly grab, mhm, what color should I put in my... Ugh.",550,1
12,Mantra is one of the most amazing shades here.,551,1
12,I don't know if you guys can see it.,553,9
12,It's such an amazing darker shade.,555,1
12,Maybe I'll do a little bit of that in the corner here.,556,2
12,So I always grab a post it.,557,34
12,I'm going to grab a post it.,559,-1
12,And I'm just going to hold it up to my eyelid here.,560,0
12,And just so I get a clean line.,561,-1
12,And I'm going to grab some of that mantra.,562,-1
12,I don't know if you guys can see it.,564,9
12,It's the most amazing liner shade.,565,1
12,So if you guys can see it.,567,9
12,"But it's just, it's like one of the most perfect colors I think we've ever created for like that liner kind of smoky look.",568,1
12,"I mean, can you see the difference?",569,-1
12,"This is like really, I love it.",570,-1
12,I did have it on from earlier today.,571,-1
12,We can even take it up a little bit here.,573,-1
12,So does I like to do that?,574,2
12,"It's not really a black, but it's got this cool tone to it.",577,1
12,It's like a necessary shade inside of a palette.,579,-1
12,But look how pigmented that was too.,580,1
12,I think we got a little tiny bit of fallout.,581,-1
12,So I don't know if you guys can see a small mouth.,582,3
12,"If you guys can see a small mouth, it's really minimal.",584,3
12,"But when you have a dark shade and it falls out like that, it does kind of show up, which is why I did want to call that out.",585,1
12,I was nervous to do this live.,588,-1
12,Did I really say that on the live?,590,-1
12,I said that on the live.,592,-1
12,"Okay, I guess I'll do the same thing to the other side as well.",595,-1
12,And then I don't know what other shades do I show you guys?,596,-1
12,"Oh, you know what I'm going to do?",597,2
12,I'm actually going to show you guys really quickly too.,598,9
12,One thing that I love to do.,599,-1
12,I always love to put like a light shade in the corner here.,600,1
12,We'll end the video here and all.,601,-1
14,I'm gonna teach you guys my signature lip technique.,1,3
14,"First, I'm gonna start off by applying concealer to my entire lip.",2,3
14,This is gonna help me start with a blank canvas.,3,38
14,Then I'm going to contour my lips.,4,-1
14,"I'm using our Tantor, applying it to the cupid's bow, the bottom of the lip, and the top.",5,0
14,"Next, I'm gonna start by using lip contour and terracotta.",6,3
14,This is a really nice warm pink.,7,1
14,"I love it, and I'm gonna put a little bit on the edge of the lips as well to get a really nice sexy shape.",8,3
14,"I'm gonna apply a liquid lipstick that matches lip contour all over my lip, and then I'm gonna go in with a lighter shade just in the center.",9,3
14,"Next, I'm gonna add a little bit of liner just to the outer corners.",10,7
14,"This is gonna help me turn the corners of my mouth upward, giving me a little bit of a cute pout.",11,3
14,I hope you guys like this video.,12,-1
15,Let's do a look with this palette.,0,8
15,I'm going to start with this shade.,1,1
15,Notice the eyeshadow is only on one side of the brush.,2,-1
15,Flip that side towards the ceiling and then start to press it into the socket.,3,0
15,So now I took this orange and we're going to start to tap that above the purple.,4,-1
15,There's a method to the makeup madness I promise.,8,0
15,Just kind of keep layering that and tapping that to blend.,9,-1
15,Now we need to grab the eyeshadow on the tip of the brush and from here we're going to take that and press it in between the orange and the dark purple.,10,-1
15,That's what's going to create that really soft smooth transition.,11,-1
15,Let's grab this peach shade and we're going to take this almost all the way up to our brow one and look how that just kind of smoothed everything together.,12,0
15,I showed a base to cut the crease.,13,-1
15,By the way look at the swatches.,14,1
15,I think we're going to go with this so we can use the cake liner.,15,7
15,Let's grab this gorgeous orange shimmer.,16,25
15,"Oh lord, how much does it see my brain.",18,-1
15,So we really wanted to set the base as quick as possible.,20,-1
15,Now I'm going to switch to a smaller brush and just kind of do some detail work on the lid.,21,17
15,So I'm going to leave through here blank.,22,2
15,The reason why is because we're going to put liner there.,23,7
15,And anytime you try to put liner on top of shimmer you're risking it.,24,7
15,My solar water going into the cake liner.,26,7
15,Just kind of pinching it to my natural lashes.,30,0
15,Complexion will be in a separate video.,32,14
15,Check the post before this one for the complexion.,34,14
15,And there's an even more in-depth tutorial on my IG story.,35,-1
15,Love the palette and I absolutely love the way this look turned out.,36,8
16,"Alright, slugging under makeup, let's see.",0,0
16,"She's gonna go with Vaseline, okay?",2,0
16,"If she's slugging, she's mixing Vaseline with her foundation.",4,0
16,I have put Pilugasamon before I put my makeup on.,7,-1
16,It's not the same thing as slugging.,8,0
16,So I will put on a pea-sized underneath my makeup.,9,0
16,"Doesn't necessarily make my makeup look better, but it helps prevent my skin from looking dry throughout the day.",10,16
16,One of the reasons why people start slugging in the first place was to prevent your skin from losing moisture.,11,0
16,"I use Pilugasam, which is what I used to slug.",12,0
16,"I put a lot on at night, and then I put a small amount on during the day, just because I became so obsessed with the way it's really helped my pores.",13,16
16,So feel free to use it during the day and night.,14,0
16,"Just remember, when you're using it at daytime, use a small amount.",15,-1
17,I'm gonna show you guys how to get a really sharp liner using a post-it.,0,7
17,I basically want to align the post-it with this small little curve here on my waterline and I'm going to grab a little black eyeliner and I'm just gonna go ahead and close my eyes and I'm just drawing in here and I'm going along the lash line here and you want the point to kind of end at a sharp point.,1,0
17,So this is really important if you want to like look downward towards your mirror so you don't get that crease.,2,-1
17,Now using a liner brush I'm just gonna grab a little great eyeshadow and I'm gonna start smoking it out and you can kind of just draw on top of where you drew the liner and you kind of want to draw a little bit of a triangle here and I'm going all along the lash line here and it will really fade but that's okay.,3,-1
17,I'm gonna grab this brown eyeshadow and I'm gonna put it on top of that and then I'm gonna grab the black eyeshadow and I'm gonna go on top of this.,4,1
17,I'm getting all these really natural kind of smoky tone.,5,1
17,The only thing is I want this to be neat on top right here so I'm mixing that brown and I'm gonna grab this black.,6,1
17,All right and now I'm just gonna remove the post-it and you can see how clean that liner is and it's so nice and smoky.,7,7
17,I'm gonna put some lashes on I'm gonna finish this side of my face and I'm gonna come back and you can see I finished my liner I added some lashes and my look is final.,8,0
18,Moose removes gum from your hair.,2,28
18,I always thought you got gum in your hair.,3,-1
18,There was no way to get out.,5,18
18,But I'm gonna give this a try.,7,21
18,So I'm gonna choose some gum.,8,28
18,"And if this doesn't work, I'm gonna really mad at Leah because she made me do it.",9,-1
18,I don't know if I want to move to my hair.,10,28
18,I bet she used her hair.,13,-1
18,You should put a mouse here.,15,0
18,I'm gonna put it on the end.,16,2
18,"Well, the gum doesn't even like, it just like sticks to the hair.",21,28
18,It's not the same moose that they use.,23,-1
18,I don't have that one right now.,24,-1
18,It doesn't feel like it works at all.,28,-1
18,I guess you just have to give it a second.,32,2
18,It literally just like separates the gum from your hair.,36,28
18,It just makes it not sticky anymore.,37,0
18,It feels like a piece of like dried slime now.,38,10
18,I'm so freaking gasped right now.,40,-1
18,"So I'm gonna use a comb to like just get out any, look at that.",42,28
18,I tried this video because I have got gum stuck in my hair before as all of us have.,47,28
18,"And hopefully if you know anybody who gets gum stuck in the hair, you can be like, I know how to get it.",48,28
19,"Bye now, I'm going to read what I wanted to learn... Give me your bank card!",1,-1
20,It's hood of hood of beauty.,1,-1
20,And today I'm really excited to share with you guys something super special and exclusive available only at Herod's.,2,13
20,And that is a new liquid lipstick shade that we made called Queen of Sheepa.,3,3
20,And I'm gonna open it up for you right now.,4,34
20,"And you can see it has a little Herod's kind of line drawing, that legendary iconic kind of storefront right there.",6,-1
20,And this is a beautiful shade.,7,1
20,It's not just your average liquid lipstick.,9,3
20,"Of course, it's our amazing formula, but it was made with one of our amazing B.A.",10,30
20,"'s Belkies in Herod's, who actually works there.",11,-1
20,"And she's so phenomenal, she's so amazing.",12,6
20,One of the things we wanted to do was actually bring her to Dubai and have her work with her RPD team.,13,-1
20,Cause we know that was a dream for her and to make one of an exclusive shade just for Herod's.,14,-1
20,"So this is really, really exciting.",15,13
20,I'm super excited because our B.A.,16,13
20,"'s are there, they're hustling, they're working so hard, trying to make all of your dreams come true.",17,-1
20,"And it was really special for us to bring her home to Dubai and to let her get her, you know, her hands dirty and to be involved in the whole P.D.",18,-1
20,So I'm gonna go ahead and do a quick application video.,20,-1
20,"And when you open it up, you have this.",23,34
20,You also have the Queen of Sheba kind of shade there and this beautiful gold and the shade is this beautiful pink nude.,24,1
20,Herod's has a very special place in my heart.,25,-1
20,It was our first retailer in the UK that took us on board and welcome this into the UK.,26,19
20,And it's been such an incredible journey.,27,5
20,And this product is really special as well.,28,-1
20,So I'm gonna start first by y'all going my lips.,29,3
20,I always love to do this when I'm wearing anything like a liquid lipstick or anything that's more mattifying.,30,3
20,"I always wanna make sure that my lips are super, super clean.",31,3
20,"And sometimes when you look at your lips, they look okay.",33,3
20,"And then you put like a dark color on or red or, you know, a mattifying product and you can sometimes see that dead skin.",34,14
20,"So just to be on the safe side, I'm gonna use our Yo-Glo and this is in our Tropical Fruits.",35,37
20,I'm just grabbing literally a pea size.,36,0
20,And I'm using a circular motion.,37,-1
20,"And yeah, I'm gonna feel the dead skin telling off.",38,14
20,And I love Yo-Glo for the lips.,39,3
20,I'm just gonna pat it off with a warm wet towel.,40,-1
20,I'm just gonna go ahead and I'm gonna apply a little bit of foundation all around my mouth.,41,0
20,"As I apply the lip product, I'm just gonna rub off any excess product off the lip here.",43,3
20,So I'm gonna apply our Hattabee D lip contour 2.0 in pinky brown.,44,3
20,And I'm just gonna start outlining my lips.,46,3
20,And I'm gonna go ahead and do the bottom as well.,47,-1
20,"And then after I do that, I do like to overline a little bit.",48,38
20,So I'm gonna go ahead and fix any areas that I may overline.,49,38
20,And then I'm gonna go ahead and begin with application.,50,-1
20,So you can see it's got this beautiful tone to it.,51,-1
20,"So I got to sit with Bill Keece when she was developing this color and she just had the most amazing personality, the most amazing energy.",53,6
20,"And she's so obsessed with all of you guys, making sure that you guys get your beauty fix and feel really empowered and beautiful through all of that.",54,6
20,Also those date nights when you wanna be a little extra sexy.,59,-1
20,But Bill Keece did her thing.,60,6
20,She made this beautiful lip shade.,61,3
20,It's kind of like a muted pinky brown.,63,-1
20,So this color has now set and you can see it kind of got a little bit more muted.,65,-1
20,And you guys know of course our liquid lipsticks are completely transfer free.,66,3
20,So it is not gonna transfer onto your mask or you know your clothing or any of those things.,67,16
20,So I am obsessed with it.,68,18
20,And remember this color is exclusively available at hair.,71,-1
20,You can only get it there.,73,2
20,So I can't wait for you guys to try.,74,-1
20,Hopefully you guys get a Meet Bill Keece as well.,75,2
20,"And yeah, and hopefully you guys love the color.",77,-1
21,"Okay guys, so our customer service team at HoodOfYou.com told me that people are always emailing asking what shade of lipstick I'm wearing.",0,3
21,I'm gonna show you guys my favorite nude.,1,1
21,This is actually my favorite nude.,2,1
21,It is a really simple shade.,3,1
21,It is a Raja from our Power Bullet Cream Glow.,4,-1
21,I am obsessed with the shade.,5,1
21,You can see it has a little sticker on here.,7,-1
21,It belongs to my favorite drawer.,9,-1
21,"This is, ah, it's at the end.",11,2
21,I'm actually just gonna put on my lips raw with like no lip line or nothing just to show you how beautiful it is.,12,3
21,But sometimes I also put it on top of my liquid lipstick too to give me a little bit of a nudeer kind of glow.,13,3
21,But I'm gonna show you how it applies.,14,-1
21,"It's a little brown, little nude.",15,1
21,"And I don't know, these I feel like you can just apply it on top of everything.",17,0
21,I think it's one of the best nude I've ever seen in my entire life.,18,1
23,"You can use it on your elbows, your knees, your feet, your scalp, your scalp, your bikini line, or balls.",0,0
23,I gotta show this to you.,2,9
23,I asked my husband if he wants me to exfoliate his balls.,4,-1
23,So I have a really important question for you.,7,-1
23,"Who says that I can use her yow glow for elbows, knees, feet, scalp, and balls?",8,-1
23,So I need to ask you and all of Instagram is awaiting your response to get your face in here.,16,-1
23,Can I use hoda katans yow glow to make your balls shine like the sun?,18,11
23,"Of course, it's over man's dream to have their balls shine like the sun and smooth his eggs.",19,-1
23,I look forward to purifying and beautifying your ball sack.,22,-1
23,"Well, we won't be sharing that on Instagram.",25,-1
23,That turns the service community guidelines all that nonsense.,27,-1
23,We're in swell with warm water and.,29,0
24,So we just got back to Dubai.,1,-1
24,So excited to be back here.,2,13
24,"Unfortunately, we had a product leak happen recently and it's a really special product.",3,-1
24,I'm really upset that it got leaked and it was leaking about a month ago and I thought I would just ignore it because this happens all the time.,4,-1
24,"I don't know how, but one of these Instagram accounts, they get products from our manufacturer.",5,-1
24,They're not finished within the production and they post them online and it's happened so many times.,6,-1
24,"In the beginning when it used to happen, I would get so frustrated.",7,-1
24,I would lose all my excitement.,8,-1
24,Like we spent years on developing these products and I lose all my excitement and then I decided just to start ignoring it.,9,27
24,"But now I've seen it posted so many times and so many people are tagging me and some things and so we're gonna, I'm actually gonna shoot a video right now.",10,-1
24,"I'm gonna go look lamb, shoot a live video for you guys and post it today.",11,-1
24,I'm gonna reveal the full product myself.,12,-1
24,"But you know, I just wish this person would stop.",13,23
24,They don't do it only to me.,14,-1
24,"They do it to a lot of brands and I don't think they realize how much effort goes into developing products like we spend years and it's not only me, it's a whole team of people spending years and they do it just for some clicks, like clickbait.",15,27
24,I'm not gonna tag them because I don't want to post their account and give them any more cloud.,18,9
24,But I'm gonna post a product.,20,-1
24,I don't want to be sad about it because I'm really excited about this product.,21,27
24,"You know, I was, I was hoping to avoid like just to ignore it, but you know, it is what it is and the product is amazing.",22,27
24,It's to me one of the most amazing complexion products that we have created to date if not the most amazing complexion product.,24,-1
24,"I'm excited to share it with you guys and I think we might actually just reveal the whole calendar for the year which might be a bad idea, but I just, I don't want to feel like I always have to be like worried about the next product launch being revealed.",26,13
24,So I'm gonna go ahead and reveal it with you guys.,27,9
24,I'm gonna shoot this video now post it this evening.,28,-1
25,"Foundation into the waters, whirl it around, apply it to your skin.",0,0
25,"This is a technique that is supposed to give you the longest wear application, non-transfer, and it's supposed to make your skin look more beautiful.",1,16
25,I want to give this a try.,2,21
25,"I got my glass of water, and then I'm putting my foundation.",3,0
25,I also feel like this is really wasteful.,4,-1
25,The foundation literally sticks to your brush.,7,-1
25,"Oh, I'm going to blend it in with another brush so I can get much more natural application.",9,17
25,Let's try it on the other side and compare.,11,2
25,So I'm just going to do half a squirt on the side.,12,0
25,I'm going to use a similar brush to spread it out.,13,17
25,"And then again, I'm going to use a similar brush to blend.",14,17
25,I do have a little more luminosity on this side than I do this side.,15,1
25,"Just a hint, which is nice, but we need to try the transfer test to see if this is really worth the hype.",16,-1
25,So I am going to put these on both sides and press really hard.,17,-1
25,I got a little bit of transfer.,18,2
25,"I just think that it's a little complicated, a little gross, and also a little wasteful.",22,-1
25,But I will say this is the hack that works.,23,20
26,I'm really excited to share with you guys something really special.,1,13
26,"Our amazing BAs who work in the stores in London, who are there hustling, working their butts off to make everyone out there so happy and to give them the products of their dreams to make them feel better.",2,-1
26,"You know, they work so hard and we have been dying to bring them to Dubai and actually do a little bit of a collab with them and create some exclusive shades with them.",3,-1
26,Bring them to our offices with them.,4,-1
26,"Kind of experience the dream come true because they make everyone's dream come true all the time, right?",6,5
26,So we were finally able to do it and I'm really excited.,7,13
26,One that's going to Herod's and then one that's going to Selfridges.,9,-1
26,Both these from Herod's and then Sana from Selfridges who both came and developed these beautiful shades.,10,1
26,I'm so obsessed with them and I actually got to meet with them and to kind of experience some of the shades that they were playing with.,11,-1
26,And it was it was such an amazing time and such an amazing experience.,12,5
26,So I'm going to show you guys the shades really quickly and there's also this really beautiful exclusive packaging.,13,-1
26,You can see we have this one for Selfridges which is the color that I'm wearing now and then we have this beautiful pinky nude that we call it Queen of Sheba and the girls actually helped us name it.,14,1
26,So this is Girl on Fire and has a selfie packaging and this says Queen of Sheba which is also the shade and it has this beautiful Herod's kind of line drawing which is really iconic.,15,1
26,So I'm really excited to do this with both of these amazing ladies and I'm so excited for you guys to see the colors and I can't wait for you guys to try them.,16,-1
26,So it is our liquid matte and these beautiful shades.,17,-1
26,They launch on the 13th of July so I can't wait for you guys to check it out.,18,13
26,They're also going to be doing a couple takeovers on our Instagram so make sure you check out both Billkees and Sana on our Instagram and you know give them some love as well.,19,-1
26,Love you guys so much and thank you Billkees and Sana so much.,20,31
27,"After 3 of how I found my mother's stalker living underneath her bed, disclaimer this is not my story time, it was sent to me on Instagram.",0,18
27,"For my mom's bed, I found her handwritten note from her stalker.",1,18
27,I couldn't bring myself to read it.,2,-1
27,I gave it to my mom and she read it.,3,-1
27,She cried and told me to pack a bag.,4,6
27,That night we went to sleep at a hotel and the cops came to check our house.,5,18
27,The cops said they found nothing in the house and it was safe for us to come back.,6,18
27,"Two days later I decided to come home from school early, but I knew that my mom wouldn't be home and I would be all alone.",7,-1
27,"And I walked up to the house, I noticed my mom's bedroom window was open.",8,18
28,I want to talk about something a little serious because I'm bothered.,1,36
28,"A few weeks ago, I posted a video of my sister, Alia, doing a little mascara hack.",3,-1
28,"If you guys are know, Alia, she's the one who gave me the $6,000 to borrow when I needed money to start my brand.",4,19
28,"You know, she's just like honestly, the most the sweetest kind of soul.",5,6
28,But she's this crazy mascara hack that she's always done since I was little.,6,-1
28,She pies mascara on and then she gets all over her lid.,8,0
28,"But somehow because she applies it in that uplifting way, it ends up really lifting her lashes.",9,0
28,But then she ends up like looking kind of crazy and then she removes it.,11,0
28,But like the effect is beautiful.,12,-1
28,So I asked her to shoot it for me and to do like a video with legit lashes and she did it and I posted it.,13,-1
28,But the amount of comments that we got that were so mean people were talking about her skin.,14,6
28,"They were saying, you know, like, why does her skin look this way?",15,-1
28,Does she not take care of her skin?,16,-1
28,"You know, she just broke down and started crying so bad.",18,6
28,She felt so horrible and she ended up deleting the post.,19,6
28,And she was just so sad and I really broke my heart to see that because she's so beautiful.,20,6
28,"She doesn't take care of herself, but that's because she's so selfless.",21,6
28,"She should be more, you know, taking care of herself.",23,6
28,"It just really upset me to see so many mean comments and she was like, oh my God, I just, I want to see Dr. Marta.",24,6
28,"This is like, you know, she's said to me, she's like people criticize you of your most vulnerable things that you feel so bad about.",25,6
28,"And then they say, oh, but you're not supposed to filter.",26,-1
28,You're not supposed to do these things.,27,-1
28,You're not supposed to do the Botox.,28,-1
28,She is so beautiful and she's so amazing.,30,6
28,"And here she is feeling like crap because of some keyboard crusaders who honestly, if probably met her in real life would probably be nice to her, let's be honest.",31,6
28,It just really brings up a point.,32,36
28,Like I really want to create an environment where people are really nice to each other and you don't know what anybody's going through.,33,15
28,Like you don't know the energy sometimes it takes to do a video and then to be ridiculed for things that you feel so insecure about.,34,-1
28,"If people don't know everybody else's insecurities, you might see a picture of me and you might think I think I'm all that.",35,15
28,"I mean, while I'm dealing, and I'll tell you this right now, I am dealing all the time with issues of even liking the way that I look.",36,-1
28,I know how to serve like a boss as pose.,37,-1
28,"I struggle with my own insecurities of accepting myself, right?",38,15
28,"But we do these videos to educate, to, to, to, you know, to some mean sometimes it's fun.",39,-1
28,"But then to get that amount of ridicule sometimes on things that are so mean, it's just why?",41,-1
28,"Why can't we be cheering each other on from the sidelines, you know?",43,13
28,And I've been talking a lot about these filter uses like all these issues.,44,-1
28,"And why do you think the problem exists because of things like this, where people will go out and they'll, they'll ridicule each person as if they're perfect and they'll try to find all the weaknesses.",45,-1
28,"And it's just, it's not right.",46,-1
28,"Like we want up to create a place where people are more confident in themselves, but then we have all these issues of people saying all these things.",47,15
28,"I'll be the first to tell you, like I over Botox overfilled, overfiltered, over Photoshopped, overface tuned my face because of all these insecurities.",48,0
28,And I still didn't feel like that good looking.,49,6
28,And it's really hard to be in that point where you can accept yourself and put yourself out there and be vulnerable.,50,15
28,And it really upset me that people were so mean to her.,52,6
28,This video is not only for my sisters.,53,-1
28,"For everybody out there who's getting me comments, like we just, we gotta have more respect for people putting themselves out there.",54,23
28,"Maybe you don't like the contact, okay?",55,-1
28,"If you don't like the contact, keep scrolling.",56,-1
28,Do you have to comment and say something mean?,57,23
28,Just also think about the people out there who are trying their best to do things.,59,-1
28,And maybe that little comment that you're gonna say to them is gonna make them feel a little bit better.,60,23
28,And we don't know what happens to people with that moment happens.,61,-1
28,Like have you ever got any comment?,62,23
28,Did it just really hurt you?,63,5
28,Did it really take you off?,64,-1
28,"Or on the other side, have you gotten a really nice comment?",65,23
28,You don't want something that maybe you didn't feel good about and somebody just made you feel so different?,66,15
28,Like let's just think about these things guys.,67,-1
28,"Cause it really, it really, really, really upsets me.",68,-1
28,You guys know I've been talking about trying to be more filter free and I'm seeing Dr. Marcia again to melt some more fillers.,69,-1
28,I feel really excited about that.,70,-1
28,But I'm also not done with my journey of all these things cause I still have all these insecurities.,73,15
28,"I'm trying my best, but you know, it's hard.",74,-1
28,It's really hard when you get constant criticism.,75,23
28,And at that point she felt ugly because of what everybody else thought not because of the way she felt.,76,6
28,"If we can just be a little kind or to each other and just be more considerate, I think it would really go a long way.",78,-1
30,"So baking, one of my favorite things in the entire world has come back in such a vengeance.",0,-1
30,I don't know if it's because we're all sick of quarantine.,1,-1
30,"We all want to get out, but glam, super high, very glamorous glam is back and I'm not going to lie, I am very happy.",2,2
30,"So I have applied my foundation, my contour, my concealer, I'm just going to quickly apply a little bit of this beautiful cream blush.",5,-1
30,Then we are going to bake.,6,-1
30,I actually love this whole process.,7,-1
30,"It allows your skin to really look completely airbrushed, completely flawless.",8,16
30,"And that baking just brings everything together in such a lifting, beautiful way.",9,-1
30,I am now going to go in with my easy bake baking powder.,10,-1
30,I'm going to grab this cute little spunch.,11,-1
30,I'm going to go right under my eyes and I'm going to drag this out.,12,0
30,Does anybody know what this is?,13,-1
30,"Call this, this is called your nasal obea fold.",14,22
30,I'm going to go right in there.,16,2
30,I'm going to go right here.,17,2
30,You can connect it to the corner of your mouth.,18,3
30,You can see I've kind of stopped where my brow is.,19,0
30,I'm going to apply just whatever is left to my chin.,20,0
30,"Then on my forehead, I'm going to leave it for just a couple of minutes and I'm going to come back.",21,0
30,"Okay, I'm going to go ahead and start moving it.",22,2
30,I'm going to start with areas that I want to look less defined.,23,-1
30,"So right here, blending out around the eye, doing this cream foundation, this cream blush cream, everything.",24,0
30,And then applying a powder gives you this beautiful sculpted ultra glamorous look.,25,0
30,"Also when you do this, your makeup will last forever.",26,0
30,"Which like no matter what trend you're following, you want your makeup to last.",27,0
30,I'm going to finish the other side and I'll be right back.,28,2
30,So I am done with my powder.,29,0
30,You can see how my complexion looks.,30,14
30,Do you guys like this matte look?,32,10
31,"All right guys, so you guys know Rose Quartz our first collection for our brand and a collaboration with Hood of Beauty and Wishful is launching tomorrow.",0,4
31,"I can't believe it, I'm so excited.",1,-1
31,"But more than anything, seeing your comments has been amazing.",2,23
31,"And the place that I think everyone's been really, really excited like the most about, I think a little surprise, a little surprise and delight has been around our face gloss.",3,-1
31,"And there's been a lot of comments around this, a lot.",4,23
31,"A lot of people are saying this is the most talked about highlighter, I see you guys, I love you guys.",5,33
31,I think some people have been looking at the product and saying it looks like a Petri dish.,6,12
31,But they have been so amazed at the applications.,8,-1
31,"So I'm just gonna really quickly show it to you guys and you guys can see it has these pearls, these beautiful little drops of pearls and it's encapsulated in this gel.",9,25
31,It's like the new way to highlight.,11,33
31,Nobody wants that shimmery glittery highlight anymore.,12,33
31,We all want our skin to look duly and natural and sexy and healthy.,13,14
31,And that is what this highlighter does.,14,33
31,"Because it has that little gel like kind of formula, little finish with the shimmer, it gives you this like pop of shimmer and highlight but more of this like wet doingness.",15,25
31,"It's not sticky, not tacky, it does dry down, but it is so, so gorgeous.",16,0
31,So I'm gonna do a click application and show you guys how it wears.,17,-1
31,And you can see a little bit of the shimmer swirl but most of it is just the gel.,19,25
31,"And I'm gonna apply it on my face and what's really interesting about it is because it does have that gel, it kind of fills your pores in.",20,16
31,So a lot of times highlighters actually kind of accentuate your pores.,21,-1
31,This actually kind of minimizes your pores.,22,16
31,"When I first was actually sharing the application with my team of the way I like to use it, somebody asked me would you put it all over your face and I was like, I don't know, I'm not really sure.",23,0
31,"And then I put it all over my face and I was like, actually I take that back 100% I would put this all over my face.",24,0
31,So I'm gonna show you guys putting it on my cheeks here.,25,-1
31,"Whatever is left on my fingers, I'm just going to take on to the rest of my face and it's gonna get me a nice, amount of deueness.",26,0
31,"If you guys can see that, it actually has softened up my pores, it's softened my skin and it makes my skin look healthy.",27,16
31,"A lot of times when you put these kind of products on the accentuate it, you look almost look better than without it than you do with it.",28,16
31,"And this is kind of the contrary, it actually makes your skin look more beautiful and more healthy, which is really, really amazing.",29,16
31,"So I'm gonna finish up this look just using our silk balm, which I'm also obsessed with.",30,30
31,The formula is so delicious and so beautiful for your lips and so conditioning.,31,3
31,"We have a lot of really amazing ingredients, liquor, a shirute, soybean extract, hyaluronic acid, some really beautiful ingredients, and also rose quartz minopowder as well, which is just such a nice touch.",32,4
31,"The whole experience is just really beautiful and very hydrating and it has a little bit of that, that pearly shimmery finish to give your lips a really wet look.",34,3
31,So I can't wait for you guys to try our new rose quartz collection.,36,4
31,"So we have our wishful peel off mask, our face gloss, our beautiful palette, which I'm wearing right now, or a little bit so much.",37,10
31,And of course we have our silk balm.,38,30
31,And don't forget the brush of the brushes are absolutely gorgeous.,39,17
31,So I'm really excited that you guys have been loving the collection.,41,13
31,"So much, I've been seeing everyone's comments and just really overwhelmed with everyone's excitement and especially more than anything around the whole idea of self-love.",42,15
31,"So you know, really excited to share something with you guys that is so meaningful, so purposeful, but also so beautiful and hopefully it'll make you guys feel very beautiful when you wear it.",43,13
31,I love you guys so much.,44,31
31,"I can't wait for you guys to get it when it launches and hopefully you know, feel really beautiful when you're wearing it and share all of your posts with us.",45,13
31,Make sure you guys hashtag us so we can see it.,46,9
31,I love you guys so much and I'll see you guys soon.,47,31
32,I get so many questions about what products I use to do like just my daily makeup.,0,0
32,So today I'm just gonna let you in on everything I use pretty much every day.,1,34
32,I like to start off with the one size secure blur to prime.,2,0
32,This stuff is honestly amazing and your girls got to secure the blur.,3,0
32,Then I go in with my fav foundation at the moment.,4,0
32,This is the Hootabute fo filter luminous matte foundation in the shade at Panacotta.,5,-1
32,And I'm going to mix that with the Cosa skin improving at foundation.,6,0
32,You guys know the drill we mix this up and then we apply to the face.,7,0
32,I go ahead and blend like this.,9,-1
32,You guys love to see this so I'm going to show you the whole process of blending this out.,10,-1
32,Now I take the Real Techniques beauty blender and blend this all out until the surface is smooth.,11,28
32,Now I go in with the Alph hydrating camo concealer in the shade Fair Rose.,12,26
32,I like the matte finish more but I'm out of it.,14,10
32,Now we go back in and we blend.,16,-1
32,Then we're going to go in with our milk makeup bionic bronzer in the shade ShapeShift.,17,-1
32,I am quite an aggressive blender.,18,-1
32,Time for blush using the Morphe Making Blush collection with this cream blush in audacious apricot.,19,-1
32,Then I go in with the Laura Mercier Transuciently setting powder and I literally put this everywhere.,21,0
32,We're going in with our Dior backstage bronzer in 4 neutral.,23,-1
32,Now we're going in with the powder blush from Morphe.,24,-1
32,This is from the new collection and this is in the shade Always Blushed.,25,3
32,This is such a pretty color.,26,1
32,Then I go in with the Dior Rose E-clow blush and put that on top of that blush.,27,-1
32,I'm guessing you guys want to know what I highlight.,28,33
32,This is the Dior backstage highlighter in the shady universal.,29,-1
32,We're using the Urban Decay Deltown Brow in Cafe Kitty.,32,-1
32,Then I've been obsessed with this Lucky Charms Ex Morphe palette so I'm going to do my eyes and I'll be right back.,33,8
32,I'm using the Benefit Their Real Mascara.,35,0
32,Kiss lashes in the style Tafetta.,36,0
32,I literally love every lash by them.,37,0
32,And this is like the only glue I ever used.,38,0
32,Then we go in with our Patrick Tau lip liner in shade She's Humble.,40,3
32,Gucci lipstick in shade Carol Beige.,41,3
32,There we have it You guys.,43,-1
32,This is a face of all my favorite beauty products.,44,-1
